"FinanceKey","DateKey","OrganizationKey","DepartmentGroupKey","ScenarioKey","AccountKey","Amount","Date"
"36","20050701","3","1","1","84","103","2005-07-01 00:00:00"
"37","20050701","3","1","2","84","100","2005-07-01 00:00:00"
"38","20050701","3","1","2","85","100","2005-07-01 00:00:00"
"39","20050701","3","1","1","85","98","2005-07-01 00:00:00"
"40","20050701","3","1","1","87","540","2005-07-01 00:00:00"
"41","20050701","3","1","2","87","480","2005-07-01 00:00:00"
"42","20050701","3","1","1","89","201","2005-07-01 00:00:00"
"43","20050701","3","1","1","90","309","2005-07-01 00:00:00"
"44","20050701","3","1","1","91","-247","2005-07-01 00:00:00"
"45","20050701","3","1","1","92","412","2005-07-01 00:00:00"
"46","20050701","3","1","1","94","214","2005-07-01 00:00:00"
"47","20050701","3","1","1","96","12","2005-07-01 00:00:00"
"48","20050701","3","2","1","12","23197","2005-07-01 00:00:00"
"49","20050701","3","6","1","52","3059","2005-07-01 00:00:00"
"50","20050701","3","6","2","52","3200","2005-07-01 00:00:00"
"51","20050701","3","6","2","53","2600","2005-07-01 00:00:00"
"52","20050701","3","6","1","53","2294","2005-07-01 00:00:00"
"53","20050701","3","6","1","56","33968","2005-07-01 00:00:00"
"54","20050701","3","6","2","56","27200","2005-07-01 00:00:00"
"55","20050701","3","6","2","57","3800","2005-07-01 00:00:00"
"56","20050701","3","6","1","57","3186","2005-07-01 00:00:00"
"57","20050701","3","6","1","60","16320","2005-07-01 00:00:00"
"58","20050701","3","6","2","60","14300","2005-07-01 00:00:00"
"59","20050701","3","6","2","61","1600","2005-07-01 00:00:00"
"60","20050701","3","6","1","61","1632","2005-07-01 00:00:00"
"61","20050701","3","6","1","62","979","2005-07-01 00:00:00"
"62","20050701","3","6","2","62","1100","2005-07-01 00:00:00"
"63","20050701","3","6","2","63","2400","2005-07-01 00:00:00"
"64","20050701","3","6","1","63","1912","2005-07-01 00:00:00"
"65","20050701","3","6","1","65","220","2005-07-01 00:00:00"
"66","20050701","3","6","2","65","280","2005-07-01 00:00:00"
"67","20050701","3","6","2","66","200","2005-07-01 00:00:00"
"68","20050701","3","6","1","66","200","2005-07-01 00:00:00"
"69","20050701","3","6","1","67","104","2005-07-01 00:00:00"
"70","20050701","3","6","2","67","100","2005-07-01 00:00:00"
"71","20050701","3","6","2","68","100","2005-07-01 00:00:00"
"72","20050701","3","6","1","68","76","2005-07-01 00:00:00"
"73","20050701","3","6","1","69","22","2005-07-01 00:00:00"
"74","20050701","3","6","1","71","32","2005-07-01 00:00:00"
"75","20050701","3","6","2","71","50","2005-07-01 00:00:00"
"76","20050701","3","6","2","72","200","2005-07-01 00:00:00"
"77","20050701","3","6","1","72","153","2005-07-01 00:00:00"
"78","20050701","3","6","1","73","151","2005-07-01 00:00:00"
"79","20050701","3","6","2","73","220","2005-07-01 00:00:00"
"80","20050701","3","6","2","74","100","2005-07-01 00:00:00"
"81","20050701","3","6","1","74","96","2005-07-01 00:00:00"
"82","20050701","3","6","1","76","486","2005-07-01 00:00:00"
"83","20050701","3","6","2","76","750","2005-07-01 00:00:00"
"84","20050701","3","6","2","77","380","2005-07-01 00:00:00"
"85","20050701","3","6","1","77","346","2005-07-01 00:00:00"
"86","20050701","3","6","1","78","113","2005-07-01 00:00:00"
"87","20050701","3","6","2","78","100","2005-07-01 00:00:00"
"88","20050701","3","6","2","80","380","2005-07-01 00:00:00"
"89","20050701","3","6","1","80","449","2005-07-01 00:00:00"
"90","20050701","3","6","1","81","278","2005-07-01 00:00:00"
"91","20050701","3","6","2","81","280","2005-07-01 00:00:00"
"92","20050701","3","6","2","82","30","2005-07-01 00:00:00"
"93","20050701","3","6","1","82","29","2005-07-01 00:00:00"
"94","20050701","3","6","1","83","102","2005-07-01 00:00:00"
"95","20050701","3","6","2","83","90","2005-07-01 00:00:00"
"96","20050701","3","6","2","84","80","2005-07-01 00:00:00"
"97","20050701","3","6","1","84","92","2005-07-01 00:00:00"
"98","20050701","3","6","1","85","82","2005-07-01 00:00:00"
"99","20050701","3","6","2","85","80","2005-07-01 00:00:00"
"100","20050701","3","6","2","87","380","2005-07-01 00:00:00"
"101","20050701","3","6","1","87","360","2005-07-01 00:00:00"
"102","20050701","3","6","1","89","179","2005-07-01 00:00:00"
"103","20050701","3","6","1","90","276","2005-07-01 00:00:00"
"104","20050701","3","6","1","91","-221","2005-07-01 00:00:00"
"105","20050701","3","6","1","92","368","2005-07-01 00:00:00"
"106","20050701","3","6","1","94","3642","2005-07-01 00:00:00"
"107","20050701","3","6","1","96","8","2005-07-01 00:00:00"
"108","20050701","3","6","1","97","98","2005-07-01 00:00:00"
"109","20050701","3","6","1","99","45000","2005-07-01 00:00:00"
"110","20050701","3","6","1","101","76475","2005-07-01 00:00:00"
"111","20050701","3","6","2","101","91800","2005-07-01 00:00:00"
"112","20050701","3","7","1","4","76978","2005-07-01 00:00:00"
"113","20050701","3","7","1","6","124391","2005-07-01 00:00:00"
"114","20050701","3","7","1","7","3556","2005-07-01 00:00:00"
"115","20050701","3","7","1","8","2487","2005-07-01 00:00:00"
"116","20050701","3","7","1","13","19218","2005-07-01 00:00:00"
"117","20050701","3","7","1","14","12687","2005-07-01 00:00:00"
"118","20050701","3","7","1","15","23136","2005-07-01 00:00:00"
"119","20050701","3","7","1","18","13720","2005-07-01 00:00:00"
"120","20050701","3","7","1","19","43720","2005-07-01 00:00:00"
"121","20050701","3","7","1","20","13445","2005-07-01 00:00:00"
"122","20050701","3","7","1","21","59754","2005-07-01 00:00:00"
"123","20050701","3","7","1","22","11887","2005-07-01 00:00:00"
"124","20050701","3","7","1","23","4908","2005-07-01 00:00:00"
"125","20050701","3","7","1","24","23894","2005-07-01 00:00:00"
"126","20050701","3","7","1","28","20246","2005-07-01 00:00:00"
"127","20050701","3","7","1","29","175368","2005-07-01 00:00:00"
"128","20050701","3","7","1","31","55708","2005-07-01 00:00:00"
"129","20050701","3","7","1","32","29228","2005-07-01 00:00:00"
"130","20050701","3","7","1","33","28238","2005-07-01 00:00:00"
"131","20050701","3","7","1","34","9316","2005-07-01 00:00:00"
"132","20050701","3","7","1","35","42697","2005-07-01 00:00:00"
"133","20050701","3","7","1","37","33491","2005-07-01 00:00:00"
"134","20050701","3","7","1","38","36417","2005-07-01 00:00:00"
"135","20050701","3","7","1","39","55708","2005-07-01 00:00:00"
"136","20050701","3","7","1","40","29546","2005-07-01 00:00:00"
"137","20050701","3","7","1","42","350000","2005-07-01 00:00:00"
"138","20050701","3","7","1","43","-830343.5","2005-07-01 00:00:00"
"139","20050701","3","7","1","45","423790.5","2005-07-01 00:00:00"
"140","20050701","3","7","1","46","-25508","2005-07-01 00:00:00"
"141","20050701","3","7","1","60","5520","2005-07-01 00:00:00"
"142","20050701","3","7","2","60","5000","2005-07-01 00:00:00"
"143","20050701","3","7","2","61","480","2005-07-01 00:00:00"
"144","20050701","3","7","1","61","497","2005-07-01 00:00:00"
"145","20050701","3","7","1","62","331","2005-07-01 00:00:00"
"146","20050701","3","7","2","62","380","2005-07-01 00:00:00"
"147","20050701","3","7","2","65","90","2005-07-01 00:00:00"
"148","20050701","3","7","1","65","81","2005-07-01 00:00:00"
"149","20050701","3","7","1","66","74","2005-07-01 00:00:00"
"150","20050701","3","7","2","66","80","2005-07-01 00:00:00"
"151","20050701","3","7","2","67","40","2005-07-01 00:00:00"
"152","20050701","3","7","1","67","38","2005-07-01 00:00:00"
"153","20050701","3","7","1","68","29","2005-07-01 00:00:00"
"154","20050701","3","7","2","68","30","2005-07-01 00:00:00"
"155","20050701","3","7","1","69","8","2005-07-01 00:00:00"
"156","20050701","3","7","1","71","9","2005-07-01 00:00:00"
"157","20050701","3","7","2","71","30","2005-07-01 00:00:00"
"158","20050701","3","7","2","73","80","2005-07-01 00:00:00"
"159","20050701","3","7","1","73","57","2005-07-01 00:00:00"
"160","20050701","3","7","1","74","86","2005-07-01 00:00:00"
"161","20050701","3","7","2","74","100","2005-07-01 00:00:00"
"162","20050701","3","7","2","76","60","2005-07-01 00:00:00"
"163","20050701","3","7","1","76","71","2005-07-01 00:00:00"
"164","20050701","3","7","1","77","128","2005-07-01 00:00:00"
"165","20050701","3","7","2","77","100","2005-07-01 00:00:00"
"166","20050701","3","7","2","78","40","2005-07-01 00:00:00"
"167","20050701","3","7","1","78","39","2005-07-01 00:00:00"
"168","20050701","3","7","1","80","143","2005-07-01 00:00:00"
"169","20050701","3","7","2","80","100","2005-07-01 00:00:00"
"170","20050701","3","7","2","81","90","2005-07-01 00:00:00"
"171","20050701","3","7","1","81","89","2005-07-01 00:00:00"
"172","20050701","3","7","1","82","9","2005-07-01 00:00:00"
"173","20050701","3","7","2","82","10","2005-07-01 00:00:00"
"174","20050701","3","7","2","83","30","2005-07-01 00:00:00"
"175","20050701","3","7","1","83","30","2005-07-01 00:00:00"
"176","20050701","3","7","1","84","25","2005-07-01 00:00:00"
"177","20050701","3","7","2","84","30","2005-07-01 00:00:00"
"178","20050701","3","7","2","85","20","2005-07-01 00:00:00"
"179","20050701","3","7","1","85","24","2005-07-01 00:00:00"
"180","20050701","3","7","1","87","135","2005-07-01 00:00:00"
"181","20050701","3","7","2","87","100","2005-07-01 00:00:00"
"182","20050701","3","7","1","89","48","2005-07-01 00:00:00"
"183","20050701","3","7","1","90","73","2005-07-01 00:00:00"
"184","20050701","3","7","1","91","-58","2005-07-01 00:00:00"
"185","20050701","3","7","1","92","98","2005-07-01 00:00:00"
"186","20050701","3","7","1","94","52","2005-07-01 00:00:00"
"187","20050701","3","7","1","96","3","2005-07-01 00:00:00"
"188","20050701","3","7","1","100","23076","2005-07-01 00:00:00"
"189","20050701","4","1","1","60","43120","2005-07-01 00:00:00"
"190","20050701","4","1","2","60","40900","2005-07-01 00:00:00"
"191","20050701","4","1","2","61","4000","2005-07-01 00:00:00"
"192","20050701","4","1","1","61","5174","2005-07-01 00:00:00"
"193","20050701","4","1","1","62","3449","2005-07-01 00:00:00"
"194","20050701","4","1","2","62","3600","2005-07-01 00:00:00"
"195","20050701","4","1","2","65","850","2005-07-01 00:00:00"
"196","20050701","4","1","1","65","770","2005-07-01 00:00:00"
"197","20050701","4","1","1","66","700","2005-07-01 00:00:00"
"198","20050701","4","1","2","66","750","2005-07-01 00:00:00"
"199","20050701","4","1","2","67","380","2005-07-01 00:00:00"
"200","20050701","4","1","1","67","352","2005-07-01 00:00:00"
"201","20050701","4","1","1","68","264","2005-07-01 00:00:00"
"202","20050701","4","1","2","68","280","2005-07-01 00:00:00"
"203","20050701","4","1","1","69","77","2005-07-01 00:00:00"
"204","20050701","4","1","1","71","99","2005-07-01 00:00:00"
"205","20050701","4","1","2","71","110","2005-07-01 00:00:00"
"206","20050701","4","1","2","73","500","2005-07-01 00:00:00"
"207","20050701","4","1","1","73","486","2005-07-01 00:00:00"
"208","20050701","4","1","1","74","240","2005-07-01 00:00:00"
"209","20050701","4","1","2","74","280","2005-07-01 00:00:00"
"210","20050701","4","1","2","76","550","2005-07-01 00:00:00"
"211","20050701","4","1","1","76","561","2005-07-01 00:00:00"
"212","20050701","4","1","1","77","1009","2005-07-01 00:00:00"
"213","20050701","4","1","2","77","950","2005-07-01 00:00:00"
"214","20050701","4","1","2","78","280","2005-07-01 00:00:00"
"215","20050701","4","1","1","78","277","2005-07-01 00:00:00"
"216","20050701","4","1","1","80","1051","2005-07-01 00:00:00"
"217","20050701","4","1","2","80","1000","2005-07-01 00:00:00"
"218","20050701","4","1","2","81","650","2005-07-01 00:00:00"
"219","20050701","4","1","1","81","650","2005-07-01 00:00:00"
"220","20050701","4","1","1","82","62","2005-07-01 00:00:00"
"221","20050701","4","1","2","82","70","2005-07-01 00:00:00"
"222","20050701","4","1","2","83","200","2005-07-01 00:00:00"
"223","20050701","4","1","1","83","217","2005-07-01 00:00:00"
"224","20050701","4","1","1","84","180","2005-07-01 00:00:00"
"225","20050701","4","1","2","84","200","2005-07-01 00:00:00"
"226","20050701","4","1","2","85","200","2005-07-01 00:00:00"
"227","20050701","4","1","1","85","174","2005-07-01 00:00:00"
"228","20050701","4","1","1","87","990","2005-07-01 00:00:00"
"229","20050701","4","1","2","87","850","2005-07-01 00:00:00"
"230","20050701","4","1","1","89","176","2005-07-01 00:00:00"
"231","20050701","4","1","1","90","270","2005-07-01 00:00:00"
"232","20050701","4","1","1","91","-216","2005-07-01 00:00:00"
"233","20050701","4","1","1","92","360","2005-07-01 00:00:00"
"234","20050701","4","1","1","94","96","2005-07-01 00:00:00"
"235","20050701","4","1","1","96","11","2005-07-01 00:00:00"
"236","20050701","4","2","1","12","34545","2005-07-01 00:00:00"
"237","20050701","4","6","1","52","4505","2005-07-01 00:00:00"
"238","20050701","4","6","2","52","3900","2005-07-01 00:00:00"
"239","20050701","4","6","2","53","-1600","2005-07-01 00:00:00"
"240","20050701","4","6","1","53","-1126","2005-07-01 00:00:00"
"241","20050701","4","6","1","56","42417","2005-07-01 00:00:00"
"242","20050701","4","6","2","56","55000","2005-07-01 00:00:00"
"243","20050701","4","6","2","57","1500","2005-07-01 00:00:00"
"244","20050701","4","6","1","57","938","2005-07-01 00:00:00"
"245","20050701","4","6","1","60","26040","2005-07-01 00:00:00"
"246","20050701","4","6","2","60","22700","2005-07-01 00:00:00"
"247","20050701","4","6","2","61","2000","2005-07-01 00:00:00"
"248","20050701","4","6","1","61","2083","2005-07-01 00:00:00"
"249","20050701","4","6","1","62","1562","2005-07-01 00:00:00"
"250","20050701","4","6","2","62","1600","2005-07-01 00:00:00"
"251","20050701","4","6","2","63","6200","2005-07-01 00:00:00"
"252","20050701","4","6","1","63","3379","2005-07-01 00:00:00"
"253","20050701","4","6","1","65","378","2005-07-01 00:00:00"
"254","20050701","4","6","2","65","380","2005-07-01 00:00:00"
"255","20050701","4","6","2","66","380","2005-07-01 00:00:00"
"256","20050701","4","6","1","66","343","2005-07-01 00:00:00"
"257","20050701","4","6","1","67","182","2005-07-01 00:00:00"
"258","20050701","4","6","2","67","200","2005-07-01 00:00:00"
"259","20050701","4","6","2","68","100","2005-07-01 00:00:00"
"260","20050701","4","6","1","68","133","2005-07-01 00:00:00"
"261","20050701","4","6","1","69","38","2005-07-01 00:00:00"
"262","20050701","4","6","1","71","63","2005-07-01 00:00:00"
"263","20050701","4","6","2","71","70","2005-07-01 00:00:00"
"264","20050701","4","6","2","72","380","2005-07-01 00:00:00"
"265","20050701","4","6","1","72","225","2005-07-01 00:00:00"
"266","20050701","4","6","1","73","263","2005-07-01 00:00:00"
"267","20050701","4","6","2","73","300","2005-07-01 00:00:00"
"268","20050701","4","6","2","74","200","2005-07-01 00:00:00"
"269","20050701","4","6","1","74","187","2005-07-01 00:00:00"
"270","20050701","4","6","1","76","1201","2005-07-01 00:00:00"
"271","20050701","4","6","2","76","1500","2005-07-01 00:00:00"
"272","20050701","4","6","2","77","550","2005-07-01 00:00:00"
"273","20050701","4","6","1","77","604","2005-07-01 00:00:00"
"274","20050701","4","6","1","78","193","2005-07-01 00:00:00"
"275","20050701","4","6","2","78","200","2005-07-01 00:00:00"
"276","20050701","4","6","2","80","650","2005-07-01 00:00:00"
"277","20050701","4","6","1","80","749","2005-07-01 00:00:00"
"278","20050701","4","6","1","81","464","2005-07-01 00:00:00"
"279","20050701","4","6","2","81","380","2005-07-01 00:00:00"
"280","20050701","4","6","2","82","50","2005-07-01 00:00:00"
"281","20050701","4","6","1","82","47","2005-07-01 00:00:00"
"282","20050701","4","6","1","83","165","2005-07-01 00:00:00"
"283","20050701","4","6","2","83","100","2005-07-01 00:00:00"
"284","20050701","4","6","2","84","100","2005-07-01 00:00:00"
"285","20050701","4","6","1","84","145","2005-07-01 00:00:00"
"286","20050701","4","6","1","85","132","2005-07-01 00:00:00"
"287","20050701","4","6","2","85","100","2005-07-01 00:00:00"
"288","20050701","4","6","2","87","550","2005-07-01 00:00:00"
"289","20050701","4","6","1","87","630","2005-07-01 00:00:00"
"290","20050701","4","6","1","89","142","2005-07-01 00:00:00"
"291","20050701","4","6","1","90","218","2005-07-01 00:00:00"
"292","20050701","4","6","1","91","-174","2005-07-01 00:00:00"
"293","20050701","4","6","1","92","291","2005-07-01 00:00:00"
"294","20050701","4","6","1","94","3303","2005-07-01 00:00:00"
"295","20050701","4","6","1","96","7","2005-07-01 00:00:00"
"296","20050701","4","6","1","97","95","2005-07-01 00:00:00"
"297","20050701","4","6","1","99","63000","2005-07-01 00:00:00"
"298","20050701","4","6","2","101","123900","2005-07-01 00:00:00"
"299","20050701","4","6","1","101","112648","2005-07-01 00:00:00"
"300","20050701","4","7","1","4","138120","2005-07-01 00:00:00"
"301","20050701","4","7","1","6","172658","2005-07-01 00:00:00"
"302","20050701","4","7","1","7","5181","2005-07-01 00:00:00"
"303","20050701","4","7","1","8","3453","2005-07-01 00:00:00"
"304","20050701","4","7","1","13","23826","2005-07-01 00:00:00"
"305","20050701","4","7","1","14","16229","2005-07-01 00:00:00"
"306","20050701","4","7","1","15","31769","2005-07-01 00:00:00"
"307","20050701","4","7","1","18","10976","2005-07-01 00:00:00"
"308","20050701","4","7","1","19","34976","2005-07-01 00:00:00"
"309","20050701","4","7","1","20","10646","2005-07-01 00:00:00"
"310","20050701","4","7","1","21","48713","2005-07-01 00:00:00"
"311","20050701","4","7","1","22","9416","2005-07-01 00:00:00"
"312","20050701","4","7","1","23","3849","2005-07-01 00:00:00"
"313","20050701","4","7","1","24","20310","2005-07-01 00:00:00"
"314","20050701","4","7","1","28","16196","2005-07-01 00:00:00"
"315","20050701","4","7","1","29","149442","2005-07-01 00:00:00"
"316","20050701","4","7","1","31","46294","2005-07-01 00:00:00"
"317","20050701","4","7","1","32","25924","2005-07-01 00:00:00"
"318","20050701","4","7","1","33","21738","2005-07-01 00:00:00"
"319","20050701","4","7","1","34","12448","2005-07-01 00:00:00"
"320","20050701","4","7","1","35","32590","2005-07-01 00:00:00"
"321","20050701","4","7","1","37","25665","2005-07-01 00:00:00"
"322","20050701","4","7","1","38","26166","2005-07-01 00:00:00"
"323","20050701","4","7","1","39","45395","2005-07-01 00:00:00"
"324","20050701","4","7","1","40","23636","2005-07-01 00:00:00"
"325","20050701","4","7","1","42","350000","2005-07-01 00:00:00"
"326","20050701","4","7","1","43","-491124","2005-07-01 00:00:00"
"327","20050701","4","7","1","45","291070","2005-07-01 00:00:00"
"328","20050701","4","7","1","46","-27492","2005-07-01 00:00:00"
"329","20050701","4","7","1","100","16719","2005-07-01 00:00:00"
"330","20050701","5","1","1","60","33920","2005-07-01 00:00:00"
"331","20050701","5","1","2","60","31600","2005-07-01 00:00:00"
"332","20050701","5","1","2","61","2700","2005-07-01 00:00:00"
"333","20050701","5","1","1","61","3731","2005-07-01 00:00:00"
"334","20050701","5","1","1","62","2035","2005-07-01 00:00:00"
"335","20050701","5","1","2","62","1900","2005-07-01 00:00:00"
"336","20050701","5","1","2","65","480","2005-07-01 00:00:00"
"337","20050701","5","1","1","65","440","2005-07-01 00:00:00"
"338","20050701","5","1","1","66","400","2005-07-01 00:00:00"
"339","20050701","5","1","2","66","380","2005-07-01 00:00:00"
"340","20050701","5","1","2","67","200","2005-07-01 00:00:00"
"341","20050701","5","1","1","67","208","2005-07-01 00:00:00"
"342","20050701","5","1","1","68","152","2005-07-01 00:00:00"
"343","20050701","5","1","2","68","200","2005-07-01 00:00:00"
"344","20050701","5","1","1","69","44","2005-07-01 00:00:00"
"345","20050701","5","1","1","71","64","2005-07-01 00:00:00"
"346","20050701","5","1","2","71","90","2005-07-01 00:00:00"
"347","20050701","5","1","2","73","300","2005-07-01 00:00:00"
"348","20050701","5","1","1","73","301","2005-07-01 00:00:00"
"349","20050701","5","1","1","74","192","2005-07-01 00:00:00"
"350","20050701","5","1","2","74","200","2005-07-01 00:00:00"
"351","20050701","5","1","2","76","380","2005-07-01 00:00:00"
"352","20050701","5","1","1","76","384","2005-07-01 00:00:00"
"353","20050701","5","1","1","77","691","2005-07-01 00:00:00"
"354","20050701","5","1","2","77","650","2005-07-01 00:00:00"
"355","20050701","5","1","2","78","200","2005-07-01 00:00:00"
"356","20050701","5","1","1","78","210","2005-07-01 00:00:00"
"357","20050701","5","1","1","80","806","2005-07-01 00:00:00"
"358","20050701","5","1","2","80","850","2005-07-01 00:00:00"
"359","20050701","5","1","2","81","550","2005-07-01 00:00:00"
"360","20050701","5","1","1","81","499","2005-07-01 00:00:00"
"361","20050701","5","1","1","82","49","2005-07-01 00:00:00"
"362","20050701","5","1","2","82","60","2005-07-01 00:00:00"
"363","20050701","5","1","2","83","200","2005-07-01 00:00:00"
"364","20050701","5","1","1","83","172","2005-07-01 00:00:00"
"365","20050701","5","1","1","84","147","2005-07-01 00:00:00"
"366","20050701","5","1","2","84","200","2005-07-01 00:00:00"
"367","20050701","5","1","2","85","200","2005-07-01 00:00:00"
"368","20050701","5","1","1","85","138","2005-07-01 00:00:00"
"369","20050701","5","1","1","87","720","2005-07-01 00:00:00"
"370","20050701","5","1","2","87","750","2005-07-01 00:00:00"
"371","20050701","5","1","1","89","144","2005-07-01 00:00:00"
"372","20050701","5","1","1","90","220","2005-07-01 00:00:00"
"373","20050701","5","1","1","91","-176","2005-07-01 00:00:00"
"374","20050701","5","1","1","92","294","2005-07-01 00:00:00"
"375","20050701","5","1","1","94","219","2005-07-01 00:00:00"
"376","20050701","5","1","1","96","8","2005-07-01 00:00:00"
"377","20050701","5","2","1","12","17392","2005-07-01 00:00:00"
"378","20050701","5","6","1","52","1683","2005-07-01 00:00:00"
"379","20050701","5","6","2","52","2200","2005-07-01 00:00:00"
"380","20050701","5","6","2","53","-250","2005-07-01 00:00:00"
"381","20050701","5","6","1","53","-561","2005-07-01 00:00:00"
"382","20050701","5","6","1","56","21575","2005-07-01 00:00:00"
"383","20050701","5","6","2","56","22700","2005-07-01 00:00:00"
"384","20050701","5","6","2","57","500","2005-07-01 00:00:00"
"385","20050701","5","6","1","57","467","2005-07-01 00:00:00"
"386","20050701","5","6","1","60","25480","2005-07-01 00:00:00"
"387","20050701","5","6","2","60","26400","2005-07-01 00:00:00"
"388","20050701","5","6","2","61","2600","2005-07-01 00:00:00"
"389","20050701","5","6","1","61","2038","2005-07-01 00:00:00"
"390","20050701","5","6","1","62","2293","2005-07-01 00:00:00"
"391","20050701","5","6","2","62","1800","2005-07-01 00:00:00"
"392","20050701","5","6","2","63","8700","2005-07-01 00:00:00"
"393","20050701","5","6","1","63","2244","2005-07-01 00:00:00"
"394","20050701","5","6","1","65","553","2005-07-01 00:00:00"
"395","20050701","5","6","2","65","380","2005-07-01 00:00:00"
"396","20050701","5","6","2","66","380","2005-07-01 00:00:00"
"397","20050701","5","6","1","66","503","2005-07-01 00:00:00"
"398","20050701","5","6","1","67","252","2005-07-01 00:00:00"
"399","20050701","5","6","2","67","200","2005-07-01 00:00:00"
"400","20050701","5","6","2","68","200","2005-07-01 00:00:00"
"401","20050701","5","6","1","68","189","2005-07-01 00:00:00"
"402","20050701","5","6","1","69","55","2005-07-01 00:00:00"
"403","20050701","5","6","1","71","49","2005-07-01 00:00:00"
"404","20050701","5","6","2","71","70","2005-07-01 00:00:00"
"405","20050701","5","6","2","72","280","2005-07-01 00:00:00"
"406","20050701","5","6","1","72","168","2005-07-01 00:00:00"
"407","20050701","5","6","1","73","336","2005-07-01 00:00:00"
"408","20050701","5","6","2","73","300","2005-07-01 00:00:00"
"409","20050701","5","6","2","74","200","2005-07-01 00:00:00"
"410","20050701","5","6","1","74","248","2005-07-01 00:00:00"
"411","20050701","5","6","1","76","846","2005-07-01 00:00:00"
"412","20050701","5","6","2","76","1700","2005-07-01 00:00:00"
"413","20050701","5","6","2","77","550","2005-07-01 00:00:00"
"414","20050701","5","6","1","77","667","2005-07-01 00:00:00"
"415","20050701","5","6","1","78","178","2005-07-01 00:00:00"
"416","20050701","5","6","2","78","200","2005-07-01 00:00:00"
"417","20050701","5","6","2","80","650","2005-07-01 00:00:00"
"418","20050701","5","6","1","80","668","2005-07-01 00:00:00"
"419","20050701","5","6","1","81","414","2005-07-01 00:00:00"
"420","20050701","5","6","2","81","480","2005-07-01 00:00:00"
"421","20050701","5","6","2","82","40","2005-07-01 00:00:00"
"422","20050701","5","6","1","82","40","2005-07-01 00:00:00"
"423","20050701","5","6","1","83","140","2005-07-01 00:00:00"
"424","20050701","5","6","2","83","200","2005-07-01 00:00:00"
"425","20050701","5","6","2","84","100","2005-07-01 00:00:00"
"426","20050701","5","6","1","84","116","2005-07-01 00:00:00"
"427","20050701","5","6","1","85","112","2005-07-01 00:00:00"
"428","20050701","5","6","2","85","100","2005-07-01 00:00:00"
"429","20050701","5","6","2","87","550","2005-07-01 00:00:00"
"430","20050701","5","6","1","87","630","2005-07-01 00:00:00"
"431","20050701","5","6","1","89","113","2005-07-01 00:00:00"
"432","20050701","5","6","1","90","174","2005-07-01 00:00:00"
"433","20050701","5","6","1","91","-139","2005-07-01 00:00:00"
"434","20050701","5","6","1","92","232","2005-07-01 00:00:00"
"435","20050701","5","6","1","94","4254","2005-07-01 00:00:00"
"436","20050701","5","6","1","96","7","2005-07-01 00:00:00"
"437","20050701","5","6","1","97","95","2005-07-01 00:00:00"
"438","20050701","5","6","1","99","38500","2005-07-01 00:00:00"
"439","20050701","5","6","2","101","53300","2005-07-01 00:00:00"
"440","20050701","5","6","1","101","56105","2005-07-01 00:00:00"
"441","20050701","5","7","1","4","64261","2005-07-01 00:00:00"
"442","20050701","5","7","1","6","95647","2005-07-01 00:00:00"
